place_id,best_source,best_name,best_phone,best_website,best_address,best_category,name_source,phone_source,website_source,address_source,categories_source
08f12d87937886ed03cf23f162e10f02,meta,Edward Jones,"[""+15095634402""]","[""https://www.edwardjones.com/zach-hull""]","[{""freeform"": ""309 S Main St"", ""locality"": ""Colville"", ""postcode"": ""99114-2425"", ""region"": ""WA"", ""country"": ""US""}]","{""primary"": ""financial_advising"", ""alternate"": [""financial_service"", ""professional_services""]}",microsoft,meta,meta,meta,meta
08f12db0d9c6137103d4a617c7e2dcff,meta,Zumiez,"[""+15094841128""]","[""http://www.zumiez.com""]","[{""freeform"": ""4750 N Division St"", ""locality"": ""Spokane"", ""postcode"": ""99207-1406"", ""region"": ""WA"", ""country"": ""US""}]","{""primary"": ""men's_clothing_store"", ""alternate"": [""clothing_store"", ""sports_wear""]}",microsoft,meta,meta,meta,meta
08f12db34575e253037b6f6469146181,microsoft,Coinstar Kiosk – Bitcoin ATM,"[""8009282274""]","[""https://www.coinstar.com/kiosk-info?KioskId=23403""]","[{""freeform"": ""Manito Super 1 Foods, 305 W Kathleen Ave"", ""locality"": ""Coeur D Alene"", ""postcode"": ""83814"", ""region"": ""ID"", ""country"": ""US""}]","{""primary"": ""atms""}",microsoft,microsoft,microsoft,microsoft,microsoft
08f12db7756486da03e71a795e1b150a,meta,"PLACE Landscape Architecture, LLC","[""+15095702157""]","[""http://www.place-la.com/""]","[{""freeform"": ""1325 W 1st Ave"", ""locality"": ""Spokane"", ""postcode"": ""99201-4133"", ""region"": ""WA"", ""country"": ""US""}]","{""primary"": ""professional_services"", ""alternate"": [""engineering_services""]}",meta,meta,meta,meta,meta
08f12ec5266ae8600324ada1a869584e,meta,Ardene,"[""+17806651776""]","[""https://www.ardene.com/""]","[{""freeform"": ""2331 66 St NW"", ""locality"": ""Edmonton"", ""postcode"": ""T6K 4B5"", ""region"": ""AB"", ""country"": ""CA""}]","{""primary"": ""clothing_store"", ""alternate"": [""shoe_store"", ""women's_clothing_store""]}",microsoft,meta,meta,meta,meta
08f12ecc8371475e037d414c3de7ba87,meta,Pharmasave Holyrood Pharmacy and Telehealth Medical Clinic,"[""+17804402066""]","[""https://pharmasave.com/edmonton-holyrood/""]","[{""freeform"": ""9020 75 St NW"", ""locality"": ""Edmonton"", ""postcode"": ""T6C 2H4"", ""region"": ""AB"", ""country"": ""CA""}]","{""primary"": ""pharmacy"", ""alternate"": [""medical_supply""]}",meta,meta,meta,meta,meta
08f18252ed2e644003e208e0b4a322d1,meta,Speedwell Family Support,"[""+442887767392""]","[""http://www.speedwell-trust.com""]","[{""freeform"": ""48 Parkanaur Road"", ""locality"": ""Dungannon"", ""postcode"": ""BT70 3AA"", ""region"": ""NIR"", ""country"": ""GB""}]","{""primary"": ""charity_organization"", ""alternate"": [""counseling_and_mental_health""]}",microsoft,meta,meta,meta,meta
08f182c15216d16203e6f58c621d500b,meta,Ahernes,"[""+35314510438""]","[""http://www.oldburyfc.ie/""]","[{""freeform"": ""Old Bawn Rd"", ""postcode"": ""D24 DR44"", ""country"": ""IE""}]","{""primary"": ""pub"", ""alternate"": [""bar"", ""lounge""]}",microsoft,meta,meta,meta,meta
08f182c8da25a6c003fdc90bdaf0dab7,meta,Robert Walters Group,"[""+35316334111""]","[""https://www.robertwalters.ie/""]","[{""freeform"": ""1 Custom House Quay"", ""locality"": ""Dublin"", ""postcode"": ""D01 KF84"", ""country"": ""IE""}]","{""primary"": ""professional_services""}",meta,meta,meta,meta,microsoft
08f184585198e405031141d8c7cec342,meta,Europcar,"[""+33240631213""]","[""http://www.europcar-atlantique.fr""]","[{""freeform"": ""310 Route de Vannes"", ""locality"": ""Orvault"", ""postcode"": ""44700"", ""country"": ""FR""}]","{""primary"": ""car_rental_agency"", ""alternate"": [""travel"", ""rental_service""]}",microsoft,meta,meta,meta,meta
08f184685618614b03a2873cbfc0d0a4,meta,Cidrerie Coic Paul,"[""+33630561901""]","[""http://www.cidrerie-coic.com/""]","[{""freeform"": ""2 Chemin de Kerscouedic"", ""locality"": ""Plon\u00e9is"", ""postcode"": ""29710"", ""country"": ""FR""}]","{""primary"": ""eat_and_drink"", ""alternate"": [""shopping"", ""grocery_store""]}",microsoft,meta,meta,meta,meta
08f1846b0494d2c603809a7f5845603a,meta,Marionnaud France,"[""+33298972983""]","[""http://www.marionnaud.fr/""]","[{""freeform"": ""13B Avenue Pierre Gu\u00e9guin"", ""locality"": ""Concarneau"", ""postcode"": ""29900"", ""country"": ""FR""}]","{""primary"": ""cosmetic_and_beauty_supplies"", ""alternate"": [""shopping"", ""beauty_and_spa""]}",microsoft,meta,meta,meta,meta
08f1849b1176da690351ac66a3c552f8,meta,Communauté de communes de Lacq Orthez - CCLO,"[""+33559600346""]","[""http://www.cc-lacqorthez.fr/""]","[{""freeform"": ""Rond-Point des Ch\u00eanes - BP73"", ""locality"": ""Mourenx"", ""country"": ""FR""}]","{""primary"": ""public_service_and_government""}",microsoft,meta,meta,meta,meta
08f184dcf559e4a1039f24c7f61712fc,meta,Chatauret Clôture,"[""+33533063570""]","[""https://chatauret.com/""]","[{""freeform"": ""203a Avenue de la C\u00f4te d'Argent"", ""locality"": ""Biganos"", ""postcode"": ""33380"", ""country"": ""FR""}]","{""primary"": ""fence_and_gate_sales_service"", ""alternate"": [""business_manufacturing_and_supply"", ""windows_installation""]}",microsoft,meta,meta,meta,meta
08f18606561587130300656616c838e9,meta,Centre RNPC Avranches,"[""+33785745788""]","[""https://www.rnpc.fr/carte-des-centres-rnpc/region-normandies/centre-rnpc-avranches/?utm_source=home-page""]","[{""freeform"": ""2 Z.A. de Cromel"", ""locality"": ""Saint-Quentin-sur-le-Homme"", ""postcode"": ""50220"", ""country"": ""FR""}]","{""primary"": ""nutritionist"", ""alternate"": [""weight_loss_center"", ""hospital""]}",microsoft,meta,meta,meta,meta
08f18615206a2044031332a453760f15,meta,Bar des Sports,"[""+33980321979""]",,"[{""freeform"": ""17 Grande Rue"", ""locality"": ""Lassay-les-Ch\u00e2teaux"", ""postcode"": ""53110"", ""country"": ""FR""}]","{""primary"": ""bar"", ""alternate"": [""pub"", ""coffee_shop""]}",microsoft,meta,microsoft,meta,meta
08f18627ad9a9c9503be1254988406fa,meta,Les Suites du Littoral,"[""+33782552440""]","[""http://lessuitesdulittoral.com/""]","[{""freeform"": ""2 Hent Bihan"", ""locality"": ""Plou\u00e9zec"", ""postcode"": ""22470"", ""country"": ""FR""}]","{""primary"": ""holiday_rental_home"", ""alternate"": [""lodge"", ""accommodation""]}",microsoft,meta,meta,meta,meta
08f186549e3445160349ba90d3aa7e20,meta,Vesqual,"[""+33231940214""]","[""http://www.vesqual-constructeur.com/""]","[{""freeform"": ""35 Rue des Prairies Saint-Gilles"", ""locality"": ""Caen"", ""postcode"": ""14000"", ""country"": ""FR""}]","{""primary"": ""construction_services"", ""alternate"": [""contractor"", ""bar""]}",microsoft,meta,meta,meta,meta
08f1866359555680037318b862284223,meta,Union et Concorde Bricquebetaise Cyclisme,"[""+10233931983""]",,"[{""freeform"": ""avenue de la Gare"", ""postcode"": ""50260"", ""country"": ""FR""}]","{""primary"": ""gym"", ""alternate"": [""active_life"", ""sports_and_fitness_instruction""]}",microsoft,meta,microsoft,meta,meta
08f186b554c4e0ce03502e62836c2157,meta,Collège Maurice Chastang,"[""+33546498336""]","[""http://www.collegechastang.fr/""]","[{""freeform"": ""10 Rue de la Terri\u00e8re"", ""locality"": ""Saint-Genis-de-Saintonge"", ""postcode"": ""17240"", ""country"": ""FR""}]","{""primary"": ""middle_school"", ""alternate"": [""elementary_school"", ""high_school""]}",microsoft,meta,meta,meta,meta
08f186b6ca96aac003075fe4e8c7df44,meta,Quiksilver,"[""+33556389479""]","[""https://www.quiksilver.fr/""]","[{""freeform"": ""99 Rue Sainte-Catherine"", ""locality"": ""Bordeaux"", ""postcode"": ""33000"", ""region"": ""NAQ"", ""country"": ""FR""}]","{""primary"": ""clothing_store"", ""alternate"": [""women's_clothing_store"", ""cafe""]}",microsoft,meta,meta,meta,meta
08f186c1017310dc032b2936bfc7cfe5,meta,Sandrine.M,"[""+33218061298""]","[""https://www.facebook.com/sandrine.M37""]","[{""freeform"": ""38 Rue Nationale"", ""locality"": ""Amboise"", ""postcode"": ""37400"", ""country"": ""FR""}]","{""primary"": ""beauty_salon"", ""alternate"": [""hair_salon"", ""barber""]}",microsoft,meta,meta,meta,meta
08f186db6aa752580326ded79000b83b,meta,Bouquet D'Art,"[""+33607033478""]","[""http://bouquetdart-floral.over-blog.com/""]","[{""freeform"": ""34 Rue de la R\u00e9union"", ""locality"": ""Montlu\u00e7on"", ""postcode"": ""03100"", ""country"": ""FR""}]","{""primary"": ""arts_and_entertainment"", ""alternate"": [""art_school"", ""flowers_and_gifts_shop""]}",microsoft,meta,meta,meta,meta
08f1909aed2538c603ebfbd517330f80,microsoft,Arnold Clark Glasgow Vauxhall,"[""01413059841""]","[""https://www.arnoldclark.com/find-a-dealer/glasgow-vauxhall/ref/arnbm""]","[{""freeform"": ""55 Hamilton Rd, Mount Vernon"", ""locality"": ""Glasgow"", ""postcode"": ""G32 9QQ"", ""country"": ""GB""}]","{""primary"": ""automotive""}",microsoft,microsoft,microsoft,microsoft,microsoft
08f194042c90cb2c03aefebf4fee758f,microsoft,Evri ParcelShop,"[""03308085456""]","[""https://www.evri.com/""]","[{""freeform"": ""91 Ings Road"", ""locality"": ""Hull"", ""postcode"": ""HU8 0LS"", ""country"": ""GB""}]","{""primary"": ""food_delivery_service"", ""alternate"": [""courier_and_delivery_services"", ""food""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f194073586e4f203e1f66c14a37284,meta,Burning Sensation,"[""+441472351651""]","[""http://www.burningsensation.co.uk/""]","[{""freeform"": ""Ind Est, West Marsh, Armstrong St"", ""postcode"": ""DN31 1XD"", ""country"": ""GB""}]","{""primary"": ""fireplace_service"", ""alternate"": [""hvac_services"", ""shopping""]}",microsoft,meta,meta,meta,meta
08f19417608285600333ee584331e8c6,meta,Alcosa,"[""+441953602482""]","[""https://www.alcosa.co.uk/""]","[{""freeform"": ""2 Penfold Drive"", ""locality"": ""Wymondham"", ""postcode"": ""NR18 0"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""fireplace_service"", ""alternate"": [""contractor"", ""home_improvement_store""]}",microsoft,meta,meta,meta,meta
08f19424ccc1e0820363bbececd4900d,microsoft,Evri ParcelShop,"[""03308085456""]","[""https://www.evri.com/""]","[{""freeform"": ""385 Ashton Road"", ""locality"": ""Oldham"", ""postcode"": ""OL8 2NA"", ""country"": ""GB""}]","{""primary"": ""food_delivery_service"", ""alternate"": [""courier_and_delivery_services"", ""food""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f194279e5ab221036dc4ab87e12118,meta,Over The Rainbow,"[""+447760161935""]","[""https://www.justgiving.com/fundraising/sue-thompson8""]","[{""freeform"": ""39 Compstall Road"", ""locality"": ""Stockport"", ""postcode"": ""SK6 4BT"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""shopping"", ""alternate"": [""charity_organization"", ""community_services_non_profits""]}",microsoft,meta,meta,meta,meta
08f19428e0cc9691030adb2836c18908,meta,McDonald's,"[""+441757213117""]","[""http://www.mcdonalds.co.uk/ukhome.html""]","[{""freeform"": ""THREE LAKES RETAIL PARK"", ""locality"": ""Selby"", ""postcode"": ""YO8 8LY"", ""country"": ""GB""}]","{""primary"": ""fast_food_restaurant"", ""alternate"": [""burger_restaurant"", ""restaurant""]}",microsoft,meta,meta,meta,meta
08f1942c5bce835e03ea6a08bca40fe0,meta,Leonora Rose,"[""+441132310173""]","[""http://leonorarose.co.uk/""]","[{""freeform"": ""31a Oldfield Lane"", ""locality"": ""Leeds"", ""postcode"": ""LS12 4DS"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""flowers_and_gifts_shop"", ""alternate"": [""shopping"", ""funeral_services_and_cemeteries""]}",microsoft,meta,meta,meta,meta
08f19430a154193003d34537776c63d0,meta,Bythams Community Shop & Cafe,"[""+441780769373""]","[""http://www.Bythams.shop/""]","[{""freeform"": ""42 Station Road"", ""locality"": ""Grantham"", ""postcode"": ""NG33 4SB"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""sandwich_shop"", ""alternate"": [""breakfast_and_brunch_restaurant""]}",microsoft,meta,meta,meta,meta
08f19437524a6b6c0397dbb64730ccc7,meta,Howarth Timber and Building Supplies,"[""+441536407079""]","[""http://www.howarth-timber.co.uk""]","[{""freeform"": ""Geddington Rd"", ""postcode"": ""NN18 8ET"", ""country"": ""GB""}]","{""primary"": ""building_supply_store"", ""alternate"": [""hardware_store"", ""construction_services""]}",meta,meta,meta,meta,meta
08f19464e2d1b500037d801dd8301885,meta,Specsavers,"[""+441325521096""]","[""https://www.specsavers.co.uk/stores/darlingtonvictoriaroad?utm_source=gmb&utm_medium=organic&utm_campaign=website_link&y_source=1_NzM5NjMyMjUtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[{""freeform"": ""Sainsburys, Victoria Road"", ""locality"": ""Darlington"", ""postcode"": ""DL1 5JG"", ""country"": ""GB""}]","{""primary"": ""eyewear_and_optician"", ""alternate"": [""optometrist"", ""professional_services""]}",microsoft,meta,meta,meta,meta
08f194655d62401d03ba5556da58e115,meta,Dreams,"[""+441642044638""]","[""https://www.dreams.co.uk/store/stockton-on-tees?y_source=1_MTIyMDUwNjgtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[{""freeform"": ""Portrack Ln"", ""postcode"": ""TS18 2PS"", ""country"": ""GB""}]","{""primary"": ""mattress_store"", ""alternate"": [""furniture_store"", ""shopping""]}",microsoft,meta,meta,meta,meta
08f194814a0e6c5003fece081f4261a9,meta,Le Buzz Sportsbar,"[""+33769943314""]","[""http://www.allomatch.com/""]","[{""freeform"": ""45 Rue Royale"", ""locality"": ""Calais"", ""postcode"": ""62100"", ""country"": ""FR""}]","{""primary"": ""sports_bar"", ""alternate"": [""bar"", ""pub""]}",microsoft,meta,meta,meta,meta
08f194855a68525c032b1c6022501687,meta,Pizza Hut Delivery,"[""+441303211224""]","[""https://www.pizzahut.co.uk/""]","[{""freeform"": ""128 Sandgate Road"", ""locality"": ""Folkestone"", ""postcode"": ""CT20 2BW"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""pizza_restaurant"", ""alternate"": [""restaurant"", ""food_delivery_service""]}",meta,meta,meta,meta,meta
08f194990605609d032971c417e59bd4,meta,Auto-école De L'etoile,"[""+33973693179""]","[""https://5dd4003c373cc.site123.me/?fbclid=IwAR2AUAv-4zCJngwQOGAX2hYUFUXzulv5j-ejyD3SVuurxuTZvfj3cOAQjgI""]","[{""freeform"": ""11 Rue Roger Bouvry"", ""locality"": ""Seclin"", ""postcode"": ""59113"", ""country"": ""FR""}]","{""primary"": ""driving_school"", ""alternate"": [""education""]}",microsoft,meta,meta,meta,meta
08f1949c25d530040300568ba429133a,meta,Boutique Jeanne,"[""+33321022262""]","[""http://www.jeanneboutique.fr""]","[{""freeform"": ""19 Rue du Commerce"", ""locality"": ""Lillers"", ""postcode"": ""62190"", ""country"": ""FR""}]","{""primary"": ""women's_clothing_store"", ""alternate"": [""clothing_store"", ""shopping""]}",microsoft,meta,meta,meta,meta
08f194a06041038003a636dc09097cf7,meta,R2B Business Solutions,"[""+441323446644""]","[""http://www.r2bbs.co.uk/""]","[{""freeform"": ""Courtyard Offices, Town House, Market Street"", ""postcode"": ""BN27 2AE"", ""country"": ""GB""}]","{""primary"": ""professional_services"", ""alternate"": [""financial_advising""]}",meta,meta,meta,meta,meta
08f194a820c80805034a0e3999914078,meta,St Michaels Church of England Infant School,"[""+441622751502""]","[""http://www.st-michaels-infant.kent.sch.uk/""]","[{""freeform"": ""Douglas Rd"", ""postcode"": ""ME16 8ER"", ""country"": ""GB""}]","{""primary"": ""elementary_school"", ""alternate"": [""school"", ""education""]}",microsoft,meta,meta,meta,meta
08f194a9335320c20327880599247e83,meta,Domino's Pizza,"[""+441634716655""]","[""https://www.dominos.co.uk/pizza-near-me/strood/143-high-street?utm_source=facebook&utm_medium=yext&y_source=1_MTIxMzc3NjAtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[{""freeform"": ""143 High Street"", ""locality"": ""Rochester"", ""postcode"": ""ME2 4"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""pizza_restaurant"", ""alternate"": [""food_delivery_service"", ""restaurant""]}",microsoft,meta,meta,meta,meta
08f194ac2641827303a8c9d8d0f63cfb,meta,Paddy Power,"[""+448000565275""]","[""http://www.paddypower.com""]","[{""freeform"": ""229 London Road"", ""locality"": ""Croydon"", ""postcode"": ""CR0 2RL"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""betting_center"", ""alternate"": [""shopping""]}",microsoft,meta,meta,meta,meta
08f194aca194e89603c38201fdeb8229,meta,Bluebird Care,"[""+441372822875""]","[""http://www.bluebirdcare.co.uk/epsom-kingston/careers""]","[{""freeform"": ""1 Blenheim Road"", ""locality"": ""Epsom"", ""postcode"": ""KT19 9"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""home_health_care"", ""alternate"": [""retirement_home"", ""health_and_medical""]}",microsoft,meta,meta,meta,meta
08f194accba9942903aa1e12417025c5,microsoft,Barclays ATM,"[""03457345345""]","[""https://www.barclays.co.uk/branch-finder/""]","[{""freeform"": ""Upper Mall, Crawley"", ""locality"": ""West Sussex"", ""postcode"": ""RH10 1FP"", ""region"": """", ""country"": ""GB""}]","{""primary"": ""atms""}",microsoft,microsoft,microsoft,microsoft,microsoft
08f194ad0131a06b031c2633af407eb2,microsoft,Resolution Roofing,"[""08000086964""]","[""""]","[{""freeform"": ""24 Brookehowse Road"", ""locality"": ""London"", ""postcode"": ""SE6 3TJ"", ""country"": ""GB""}]","{""primary"": ""roofing"", ""alternate"": [""ceiling_and_roofing_repair_and_service""]}",microsoft,microsoft,microsoft,microsoft,microsoft
08f194ad1640caae0374357bf0bb336d,microsoft,Fenix Funeral,"[""08081963430""]","[""https://fenixfuneral.co.uk/funeral-directors/greater-london/battersea/""]","[{""freeform"": ""55-57 Sloane Avenue"", ""locality"": ""London"", ""postcode"": ""SW3 3DH"", ""country"": ""GB""}]","{""primary"": ""funeral_services_and_cemeteries""}",microsoft,microsoft,microsoft,microsoft,microsoft
08f194ad1c4c5ae603cdd1ba54b83902,meta,Monkey Puzzle Day Nursery,"[""+442087611444""]","[""https://www.monkeypuzzlewestnorwood.co.uk/""]","[{""freeform"": ""445 Norwood Road"", ""locality"": ""London"", ""postcode"": ""SE27 9DN"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""day_care_preschool"", ""alternate"": [""preschool"", ""education""]}",meta,meta,meta,meta,meta
08f194ad32accc120378a4a13d751f03,meta,Tonkotsu Bar and Ramen,"[""+442079282228""]","[""https://tonkotsu.co.uk/locations/bankside/""]","[{""freeform"": ""4 Canvey Street"", ""locality"": ""London"", ""postcode"": ""SE1 0"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""japanese_restaurant"", ""alternate"": [""bar""]}",meta,meta,meta,meta,meta
08f194ad34bb144d03d83a161fc2c70d,microsoft,ATM (Post Office),"[""03457223344""]","[""https://www.postoffice.co.uk/atm-locator?y_source=1_NjI1MDAyNTItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D""]","[{""freeform"": ""481 Cambridge Heath Road, Bethnel Green"", ""locality"": ""London"", ""postcode"": ""E2 9BU"", ""region"": """", ""country"": ""GB""}]","{""primary"": ""atms""}",microsoft,microsoft,microsoft,microsoft,microsoft
08f194ad840d6c50032ba4f7b0cb1e7d,meta,The Long Room,"[""+442088769842""]",,"[{""freeform"": ""129 Sheen Lane"", ""locality"": ""London"", ""postcode"": ""SW14 8AE"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""antique_store"", ""alternate"": [""furniture_store"", ""central_government_office""]}",microsoft,meta,microsoft,meta,meta
08f194ada05a3a6003b9a28bab309ec8,meta,Kip McGrath Hammersmith,"[""+447955529269""]","[""https://www.kipmcgrath.co.uk/Hammersmith""]","[{""freeform"": ""165 King Street"", ""locality"": ""London"", ""postcode"": ""W6 9JT"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""tutoring_center"", ""alternate"": [""school"", ""education""]}",meta,meta,meta,meta,meta
08f194adab32588d030bf3e6651babcf,meta,Geoffrey Nathan Associates,"[""+442085435425""]","[""http://www.gnaccounts.com/contact-us""]","[{""freeform"": ""112 Morden Road"", ""locality"": ""London"", ""postcode"": ""SW19 3BP"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""accountant"", ""alternate"": [""professional_services"", ""financial_service""]}",meta,meta,meta,meta,meta
08f194adae234690030807b89af95082,meta,Momo and Co.,"[""+442080409036""]","[""http://www.momoandcohome.com/""]","[{""freeform"": ""8a Replingham Road"", ""locality"": ""London"", ""postcode"": ""SW18 5"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""shopping"", ""alternate"": [""architectural_designer""]}",microsoft,meta,meta,meta,meta
08f194adb468b9480304669b0f1c8bbf,meta,Mail Boxes Etc. UK,"[""+442081293492""]","[""https://www.mbe.co.uk/ealing""]","[{""freeform"": ""4 Spring Bridge Road"", ""locality"": ""London"", ""postcode"": ""W5 2AA"", ""region"": ""ENG"", ""country"": ""GB""}]","{""primary"": ""professional_services"", ""alternate"": [""freight_and_cargo_service""]}",meta,meta,meta,meta,meta
08f194d29e34b564032f0c0751d9d22b,meta,Ker Juliette,,"[""https://www.kerjuliette.fr/lille/""]","[{""freeform"": ""27 Rue des Tanneurs"", ""locality"": ""Lille"", ""postcode"": ""59800"", ""country"": ""FR""}]","{""primary"": ""pancake_house"", ""alternate"": [""french_restaurant"", ""fast_food_restaurant""]}",microsoft,microsoft,meta,meta,meta
08f194d66d49a6e10354b37fe55478d7,meta,Délices Wok,"[""+33320003542""]",,"[{""freeform"": ""7 Rue Lavoisier"", ""locality"": ""Lille"", ""postcode"": ""59160"", ""country"": ""FR""}]","{""primary"": ""buffet_restaurant"", ""alternate"": [""asian_restaurant"", ""chinese_restaurant""]}",microsoft,meta,microsoft,meta,meta
08f194d9139a9b620356b2f277cd2741,meta,Fredsons,"[""+31118410031""]",,"[{""freeform"": ""Boulevard Bankert 582"", ""locality"": ""Vlissingen"", ""postcode"": ""4382 AC"", ""country"": ""NL""}]","{""primary"": ""restaurant"", ""alternate"": [""fast_food_restaurant"", ""eat_and_drink""]}",microsoft,meta,microsoft,meta,meta
08f194db5b6b41b603a43ab00a1af2f2,meta,Apotheek Luc Van Bellinghen,"[""+3253625956""]","[""http://vanbellinghen.apotheek.be/""]","[{""freeform"": ""Stationsstraat 247"", ""locality"": ""Herzele"", ""postcode"": ""9550"", ""country"": ""BE""}]","{""primary"": ""vitamins_and_supplements"", ""alternate"": [""pharmacy"", ""medical_supply""]}",microsoft,meta,meta,meta,meta
08f194dbb290998c03f388aa2cbb647b,meta,Dierenarts Nick De Maere,"[""+32477920124""]",,"[{""freeform"": ""Markt 11"", ""locality"": ""Lievegem"", ""postcode"": ""9930"", ""country"": ""BE""}]","{""primary"": ""veterinarian"", ""alternate"": [""topic_concert_venue"", ""professional_services""]}",microsoft,meta,microsoft,meta,meta
