place_id,best_source,best_name,best_phone,best_website,best_address,best_category,name_source,phone_source,website_source,address_source,category_source
08f12d87937886ed03cf23f162e10f02,meta,Edward Jones,5095634402,https://www.edwardjones.com/zach-hull,309 s main st colville wa 99114 2425 us,business and professional services financial service financial planner,meta,meta,meta,meta,foursquare_structured
08f12db0d9c6137103d4a617c7e2dcff,meta,Zumiez,5094841128,http://www.zumiez.com,4750 n division st spokane wa 99207 1406 us,men s clothing store,meta,meta,meta,meta,meta
08f12db34575e253037b6f6469146181,microsoft,Coinstar,8009282274,https://www.coinstar.com/kiosk-info?KioskId=23403,manito super 1 foods 305 w kathleen ave coeur d alene id 83814 us,business and professional services financial service banking and finance bank,foursquare_structured,microsoft,microsoft,microsoft,foursquare_structured
08f12db7756486da03e71a795e1b150a,meta,"PLACE Landscape Architecture, LLC",5095702157,http://www.place-la.com/,1325 w 1st ave spokane wa 99201 4133 us,professional services,meta,meta,meta,meta,meta
08f12ec5266ae8600324ada1a869584e,meta,Ardene,7806651776,https://www.ardene.com/,2331 66 st nw edmonton ab t6k 4b5 ca,t shirt store,meta,meta,meta,meta,microsoft_structured
08f12ecc8371475e037d414c3de7ba87,meta,Pharmasave Holyrood,7804402066,https://pharmasave.com/edmonton-holyrood/,9020 75 st nw edmonton ab t6c 2h4 ca,pharmacy,microsoft_structured,meta,meta,meta,meta
08f18252ed2e644003e208e0b4a322d1,meta,Speedwell Trust,2887767392,http://www.speedwell-trust.com,48 parkanaur road dungannon nir bt70 3aa gb,community and government organization charity,foursquare_structured,meta,meta,meta,foursquare_structured
08f182c15216d16203e6f58c621d500b,meta,Ahernes,5314510438,http://www.oldburyfc.ie/,old bawn road tallaght dublin 24 ie,dining and drinking bar pub,meta,meta,meta,foursquare_structured,foursquare_structured
08f182c8da25a6c003fdc90bdaf0dab7,meta,Robert Walters Group,5316334111,https://www.robertwalters.ie/,1 custom house quay dublin d01 kf84 ie,professional services,meta,meta,meta,meta,meta
08f184585198e405031141d8c7cec342,meta,Europcar,3240631213,http://www.europcar-atlantique.fr,310 rte de vannes forum d orvault orvault 44700 fr,travel and transportation transport hub rental car location,meta,meta,meta,foursquare_structured,foursquare_structured
08f184685618614b03a2873cbfc0d0a4,meta,Cidrerie Coic Paul,3630561901,http://www.cidrerie-coic.com/,2 chemin de kerscouedic plon is 29710 fr,dining and drinking cidery,meta,meta,meta,meta,foursquare_structured
08f1846b0494d2c603809a7f5845603a,meta,MARIONNAUD,3298972983,http://www.marionnaud.fr/,13 bis avenue pierre gueguin concarneau fr,cosmetic and beauty supplies,foursquare_structured,meta,meta,foursquare_structured,meta
08f1849b1176da690351ac66a3c552f8,meta,Communauté De Communes De Lacq-orthez,3559600346,http://www.cc-lacqorthez.fr/,rond point des ch nes mourenx nouvelle aquitaine 64150 fr,public service and government,foursquare_structured,meta,meta,foursquare_structured,meta
08f184dcf559e4a1039f24c7f61712fc,meta,Chatauret,3533063570,https://chatauret.com/,203 a avenue de la c t d argent biganos gironde 33380 fr,fence and gate sales service,foursquare_structured,meta,meta,foursquare_structured,meta
08f18606561587130300656616c838e9,meta,Centre RNPC Avranches,3785745788,https://www.rnpc.fr/carte-des-centres-rnpc/region-normandies/centre-rnpc-avranches/?utm_source=home-page,2 z a de cromel saint quentin sur le homme 50220 fr,health and medicine nutritionist,meta,meta,meta,meta,foursquare_structured
08f18615206a2044031332a453760f15,meta,Bar des Sports,3980321979,nan,17 la grande rue lassay les ch teaux mayenne 53110 fr,dining and drinking bar,meta,meta,meta,foursquare_structured,foursquare_structured
08f18627ad9a9c9503be1254988406fa,meta,Les Suites du Littoral,3782552440,http://lessuitesdulittoral.com/,2 rue bihan plou zec c tes d armor 22470 fr,travel and transportation lodging vacation rental,meta,meta,meta,foursquare_structured,foursquare_structured
08f186549e3445160349ba90d3aa7e20,foursquare_structured,Vesqual,3231940214,http://www.vesqual-constructeur.fr,35 rue des prairies saint gilles caen calvados 14000 fr,business and professional services,meta,meta,foursquare_structured,foursquare_structured,foursquare_structured
08f1866359555680037318b862284223,meta,Union et Concorde Bricquebetaise Cyclisme,0233931983,nan,avenue de la gare bricquebec manche 50260 fr,sports and recreation gym and studio,meta,meta,meta,foursquare_structured,foursquare_structured
08f186b554c4e0ce03502e62836c2157,meta,Collège Maurice Chastang,3546498336,http://www.collegechastang.fr/,10 rue de la terri re saint genis de saintonge charente maritime 17240 fr,community and government education,meta,meta,meta,foursquare_structured,foursquare_structured
08f186b6ca96aac003075fe4e8c7df44,meta,Quiksilver,3556389479,https://www.quiksilver.fr/,1 3 rue des trois conils bordeaux gironde 33000 fr,retail fashion retail clothing store,meta,meta,meta,foursquare_structured,foursquare_structured
08f186c1017310dc032b2936bfc7cfe5,foursquare_structured,Sandrine.M,3218061298,https://www.pagesjaunes.fr/pros/53464232,38 rue nationale amboise centre val de loire 37400 fr,business and professional services health and beauty service hair salon,meta,meta,foursquare_structured,foursquare_structured,foursquare_structured
08f186db6aa752580326ded79000b83b,meta,Bouquet D'Art,3607033478,http://bouquetdart-floral.over-blog.com/,34 rue de la reunion montlu on allier 03100 fr,arts and entertainment,meta,meta,meta,foursquare_structured,meta
08f1909aed2538c603ebfbd517330f80,microsoft,Arnold Clark Glasgow Vauxhall,1413059841,https://www.arnoldclark.com/find-a-dealer/glasgow-vauxhall/ref/arnbm,55 hamilton rd mount vernon glasgow g32 9qq gb,automotive,microsoft,microsoft,microsoft,microsoft,microsoft
08f194042c90cb2c03aefebf4fee758f,microsoft,Evri ParcelShop,3308085456,https://www.evri.com/,91 ings road hull hu8 0ls gb,food delivery service,microsoft,microsoft,microsoft,microsoft,microsoft
08f194073586e4f203e1f66c14a37284,meta,Burning Sensation,1472351651,http://www.burningsensation.co.uk/,ind est west marsh armstrong st dn31 1xd gb,fireplace service,meta,meta,meta,meta,meta
08f19417608285600333ee584331e8c6,meta,Alcosa,1953602482,https://www.alcosa.co.uk/,2 penfold drive wymondham eng nr18 0 gb,fireplace service,meta,meta,meta,meta,meta
08f19424ccc1e0820363bbececd4900d,microsoft,Evri ParcelShop,3308085456,https://www.evri.com/,385 ashton road oldham ol8 2na gb,food delivery service,microsoft,microsoft,microsoft,microsoft,microsoft
08f194279e5ab221036dc4ab87e12118,meta,Over The Rainbow,7760161935,https://www.justgiving.com/fundraising/sue-thompson8,39 compstall rd romiley greater manchester sk6 4bt gb,shopping,meta,meta,meta,foursquare_structured,meta
08f19428e0cc9691030adb2836c18908,meta,McDonald's,1757213117,http://www.mcdonalds.co.uk/ukhome.html,three lakes retail park selby yo8 8ly gb,fast food restaurant,meta,meta,meta,meta,meta
08f1942c5bce835e03ea6a08bca40fe0,meta,Leonora Rose,1132310173,http://leonorarose.co.uk/,31a oldfield lane leeds eng ls12 4ds gb,flowers and gifts shop,meta,meta,meta,meta,meta
08f19430a154193003d34537776c63d0,foursquare_structured,Bythams Community Shop,1780769373,http://www.Bythams.shop/,46 station rd castle bytham lincolnshire ng33 4sj gb,retail convenience store,foursquare_structured,meta,meta,foursquare_structured,foursquare_structured
08f19437524a6b6c0397dbb64730ccc7,meta,Howarth Timber & Building Supplies,1536407079,http://www.howarth-timber.co.uk,geddington rd nn18 8et gb,building supply store,microsoft_structured,meta,meta,meta,meta
08f19464e2d1b500037d801dd8301885,meta,Specsavers,1325521096,https://www.specsavers.co.uk/stores/darlingtonvictoriaroad?utm_source=gmb&utm_medium=organic&utm_campaign=website_link&y_source=1_NzM5NjMyMjUtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,sainsburys victoria road darlington dl1 5jg gb,eyewear and optician,meta,meta,meta,meta,meta
08f194655d62401d03ba5556da58e115,meta,Dreams,1642044638,https://www.dreams.co.uk/store/stockton-on-tees?y_source=1_MTIyMDUwNjgtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,portrack ln ts18 2ps gb,mattress store,meta,meta,meta,meta,meta
08f194814a0e6c5003fece081f4261a9,meta,le buzz,3769943314,http://www.allomatch.com/,45 rue royale calais 62100 fr,dining and drinking bar sports bar,foursquare_structured,meta,meta,meta,foursquare_structured
08f194855a68525c032b1c6022501687,meta,Pizza Hut Delivery,1303211224,https://www.pizzahut.co.uk/,128 sandgate road folkestone eng ct20 2bw gb,fast food restaurant,meta,meta,meta,meta,microsoft_structured
08f194990605609d032971c417e59bd4,meta,Auto-école De L'etoile,3973693179,https://5dd4003c373cc.site123.me/?fbclid=IwAR2AUAv-4zCJngwQOGAX2hYUFUXzulv5j-ejyD3SVuurxuTZvfj3cOAQjgI,11 rue roger bouvry seclin nord 59113 fr,community and government education driving school,meta,meta,meta,foursquare_structured,foursquare_structured
08f1949c25d530040300568ba429133a,meta,Boutique Jeanne,3321022262,http://www.jeanneboutique.fr,19 rue du commerce lillers pas de calais 62190 fr,retail fashion retail clothing store,meta,meta,meta,foursquare_structured,foursquare_structured
08f194a06041038003a636dc09097cf7,meta,R2B Business Solutions,1323446644,http://www.r2bbs.co.uk/,courtyard offices town house market street bn27 2ae gb,professional services,meta,meta,meta,meta,meta
08f194a820c80805034a0e3999914078,meta,St Michaels Church of England Infant School,1622751502,http://www.st-michaels-infant.kent.sch.uk/,douglas rd maidstone kent me16 8er gb,community and government education primary and secondary school elementary school,meta,meta,meta,foursquare_structured,foursquare_structured
08f194a9335320c20327880599247e83,meta,Domino's Pizza,1634716655,https://www.dominos.co.uk/pizza-near-me/strood/143-high-street?utm_source=facebook&utm_medium=yext&y_source=1_MTIxMzc3NjAtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,143 high street rochester eng me2 4 gb,dining and drinking restaurant pizzeria,meta,meta,meta,meta,foursquare_structured
08f194ac2641827303a8c9d8d0f63cfb,meta,Paddy Power,8000565275,http://www.paddypower.com,229 london road croydon eng cr0 2rl gb,betting center,meta,meta,meta,meta,meta
08f194aca194e89603c38201fdeb8229,meta,Bluebird Care,1372822875,http://www.bluebirdcare.co.uk/epsom-kingston/careers,1 blenheim road epsom eng kt19 9 gb,home health care,meta,meta,meta,meta,meta
08f194accba9942903aa1e12417025c5,microsoft,Barclays ATM,3457345345,https://www.barclays.co.uk/branch-finder/,upper mall crawley west sussex rh10 1fp gb,business and professional services financial service banking and finance atm,microsoft,microsoft,microsoft,foursquare_structured,foursquare_structured
08f194ad0131a06b031c2633af407eb2,microsoft,Resolution Roofing,8000086964,,24 brookehowse road london se6 3tj gb,roofing,microsoft,microsoft,,microsoft,microsoft
08f194ad1640caae0374357bf0bb336d,microsoft,Fenix Funeral,8081963430,https://fenixfuneral.co.uk/funeral-directors/greater-london/battersea/,55 57 sloane avenue london sw3 3dh gb,funeral services and cemeteries,microsoft,microsoft,microsoft,microsoft,microsoft
08f194ad1c4c5ae603cdd1ba54b83902,meta,Monkey Puzzle Day Nursery,2087611444,https://www.monkeypuzzlewestnorwood.co.uk/,445 norwood road london eng se27 9dn gb,day care preschool,meta,meta,meta,meta,meta
08f194ad32accc120378a4a13d751f03,meta,Tonkotsu Bar and Ramen,2079282228,https://tonkotsu.co.uk/locations/bankside/,4 canvey street london eng se1 0 gb,japanese restaurant,meta,meta,meta,meta,meta
08f194ad34bb144d03d83a161fc2c70d,microsoft,Atm,3457223344,https://www.postoffice.co.uk/atm-locator?y_source=1_NjI1MDAyNTItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,481 cambridge heath rd london greater london e2 9bu gb,atms,foursquare_structured,microsoft,microsoft,foursquare_structured,microsoft
08f194ad840d6c50032ba4f7b0cb1e7d,meta,The Long Room,2088769842,nan,111 sheen lane london greater london sw14 8ae gb,retail antique store,meta,meta,meta,foursquare_structured,foursquare_structured
08f194ada05a3a6003b9a28bab309ec8,meta,Kip McGrath,7955529269,https://www.kipmcgrath.co.uk/Hammersmith,165 king street london eng w6 9jt gb,community and government education private school,foursquare_structured,meta,meta,meta,foursquare_structured
08f194adab32588d030bf3e6651babcf,meta,Geoffrey Nathan Associates,2085435425,http://www.gnaccounts.com/contact-us,112 morden road london eng sw19 3bp gb,accountant,meta,meta,meta,meta,meta
08f194adae234690030807b89af95082,foursquare_structured,Momo and Co.,2080409036,http://www.momoandco.design,17 replingham rd london greater london sw18 5lt gb,business and professional services,meta,meta,foursquare_structured,foursquare_structured,foursquare_structured
08f194adb468b9480304669b0f1c8bbf,meta,Mail Boxes ETC.,2081293492,https://www.mbe.co.uk/ealing,4 spring bridge road london eng w5 2aa gb,courier and delivery services,microsoft_structured,meta,meta,meta,microsoft_structured
08f194d29e34b564032f0c0751d9d22b,meta,Ker Juliette,,https://www.kerjuliette.fr/lille/,27 rue des tanneurs lille hauts de france 59800 fr,dining and drinking creperie,meta,,meta,foursquare_structured,foursquare_structured
08f194d66d49a6e10354b37fe55478d7,meta,Délices Wok,3320003542,nan,7 rue lavoisier lomme lilla 59160 fr,dining and drinking restaurant asian restaurant,meta,meta,meta,foursquare_structured,foursquare_structured
08f194d9139a9b620356b2f277cd2741,meta,Fredsons,1118410031,nan,boulevard bankert 582 vlissingen 4382 ac nl,dining and drinking restaurant,meta,meta,meta,meta,foursquare_structured
08f194db5b6b41b603a43ab00a1af2f2,meta,Apotheek Luc Van Bellinghen,3253625956,http://vanbellinghen.apotheek.be/,stationsstraat 247 herzele 9550 be,vitamins and supplements,meta,meta,meta,meta,meta
08f194dbb290998c03f388aa2cbb647b,meta,Dierenarts Nick De Maere,2477920124,nan,markt 11 zomergem oost vlaanderen 9930 be,health and medicine veterinarian,meta,meta,meta,foursquare_structured,foursquare_structured
08f194e2c3d7578e03f5d53edb82bf97,microsoft,Marshalls plc (Marshalls Mono Ltd.),1422312000,http://www.marshalls.co.uk/,castle road sittingbourne kent me10 3nb gb,cement supplier,microsoft_structured,microsoft,microsoft,microsoft,microsoft
08f194e39611330b031433f11d58b7da,meta,Specsavers,1245968877,https://www.specsavers.co.uk/stores/southwoodhamsainsburys?utm_source=gmb&utm_medium=organic&utm_campaign=website_link&y_source=1_MTQ5Nzk1NzctNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,sainsbury s burnham road woodham ferrers cm3 5qp gb,optometrist,meta,meta,meta,meta,meta
08f194e6e9552d2b03d67ae015440155,meta,Bill's Bluewater Restaurant,2080545400,https://bills-website.co.uk/restaurants/bluewater-shopping-centre,100 bluewater pkwy da9 9st gb,british restaurant,meta,meta,meta,meta,microsoft_structured
08f195194a502b710392012516a657c1,meta,Johnstone's Decorating Centre,1254680463,https://paint247.ppgnet.com/,unit 2 3 carlisle st bb1 1dj gb,paint store,meta,meta,meta,meta,microsoft_structured
08f1951b4b8939820392d42fadf7bf37,meta,Howarth Timber & Building Supplies,1614861417,https://www.howarth-timber.co.uk/branches/cheadle-hulme/,countess ave sk8 6qs gb,building supply store,meta,meta,meta,meta,meta
08f195298a4d535e03bd605f0963b4a7,meta,Doggie Barbershop Comber,7762580080,nan,99 belfast road newtownards nir bt23 5qp gb,business and professional services pet service pet grooming service,meta,meta,meta,meta,foursquare_structured
08f19529a04450ce03f4b74fa2157fcd,microsoft,Max Spielmann - Photo printing Kiosk,2891517817,https://www.maxphoto.co.uk/in-store-services/instant-photo-prints,kileen avenue bangor northern ireland bt19 1nd gb,business and professional services photography service,microsoft,foursquare_structured,microsoft,microsoft,foursquare_structured
08f1952d6e7131b403a53db82d331129,foursquare_structured,Space NK,2890330833,http://www.spacenk.com/,5 6 donegall square north belfast belfast bt1 5gb gb,retail cosmetics store,foursquare_structured,microsoft,microsoft,foursquare_structured,foursquare_structured
08f1954d312ca57303c50dacaec92828,microsoft,Seven Spices,1698385005,https://7spicesnewmains.co.uk/PhWw,136 manse road newmains wishaw ml2 9bd gb,restaurant,microsoft,microsoft,microsoft,microsoft,microsoft
08f19556407113a20388e06cb7d15a6f,meta,Lancaster Chiropractic Clinic,4152433146,http://www.lancasterchiropracticclinic.co.uk,123 scotforth road lancaster eng la1 4jn gb,chiropractor,meta,meta,meta,meta,meta
08f1955b54b2a74c0328fbe52b771e1c,microsoft,Barclays ATM,3457345345,https://www.barclays.co.uk/branch-finder/,richmond centre munster barracks ava rd catterick garrison north yorkshire dl9 3pz gb,business and professional services financial service banking and finance atm,microsoft,microsoft,microsoft,foursquare_structured,foursquare_structured
08f1955d81619a8803fe1b049d874c96,meta,Embrace Financial Services,1228474774,https://www.embracefs.co.uk/financial-advisers/carlisle,19 fisher street carlisle eng ca3 8rf gb,financial service,meta,meta,meta,meta,meta
08f195805d22e99803b04ba7d7feba09,foursquare_structured,Good Morning Children,7815110207,http://www.goodmorningchildren.com,12 school walk yate gloucestershire bs37 5ps gb,community and government education primary and secondary school elementary school,foursquare_structured,meta,meta,foursquare_structured,foursquare_structured
08f19583922f1b1a03d546e3a5e14164,meta,Royce Rolls,7774111463,nan,st nicholas market wine st bs1 1jq gb,dining and drinking cafe coffee and tea house caf,foursquare_structured,meta,meta,meta,foursquare_structured
08f19583b0c5404303de9785ceaee7ef,meta,The Old Star,1454776098,http://www.theoldstarbristol.co.uk,pye cor bs16 1se gb,bed and breakfast,meta,meta,meta,meta,meta
08f1958c2b10c541038aee2bfe17b7a0,microsoft,Wye Water Services,7778167829,https://www.wyewaterservices.co.uk/,14c rockfield rd hr1 2ua hereford herefordshire hr1 4ew gb,plumbing,microsoft,microsoft,microsoft,microsoft,microsoft
08f1959122223af0034a3db45eff5514,meta,The Kings Head,1962775208,https://www.kingsheadhursley.co.uk/,main rd so21 2jw gb,hotel,meta,meta,meta,meta,meta
08f19591706c64da03129d164b8f37ea,meta,Costa Coffee,8456008545,http://www.costa.co.uk/,tollbar way southampton so30 2uh gb,coffee shop,meta,meta,meta,meta,meta
08f195971000eb2903671cb0c6d2e793,meta,KFC,1202555402,https://www.kfc.co.uk/kfc-near-me/bournemouth-triangle,59 61 commercial road bournemouth eng bh2 5 gb,dining and drinking restaurant fast food restaurant,meta,meta,meta,meta,foursquare_structured
08f195988b898d64034008cac3a910aa,meta,"A, D8 UK Ltd.",1962820330,https://www.holiday-accommodation-winchester.co.uk/,37 39 southgate street winchester hampshire so23 9eh gb,vacation rental agents,meta,meta,meta,microsoft,microsoft
08f1959a2912024503414352746b2ea7,foursquare_structured,LloydsPharmacy,1243604725,https://lloydspharmacy.com/,71 73 high street selsey west sussex west sussex po20 0ql gb,retail pharmacy,foursquare_structured,meta,meta,foursquare_structured,foursquare_structured
08f1959b447aaa900389169fac74b366,meta,Mirage,1243820330,http://www.miragehealthandwellbeing.co.uk,1 east lake bognor regis eng po21 1 gb,naturopathic holistic,microsoft_structured,meta,meta,meta,meta
08f1959b8e6099a80376e30d9f0ffc74,meta,Electric Center,2392201220,https://www.electric-center.co.uk/,unit 8 mountbatten business park jackson cl po6 1ur gb,wholesale store,meta,meta,meta,meta,meta
08f1959ba9388a2d03837ddf4c8df4de,microsoft,Bookends,1243372154,http://www.bookendsofemsworth.co.uk/,7 high street emsworth po10 7aq gb,used vintage and consignment,microsoft,microsoft,microsoft_structured,microsoft,microsoft
08f195b614a70ba603c3acc5ff81ea94,meta,ItsSo Travel Torquay,1803494001,http://www.itssotravel.com/,38 fore street torquay eng tq1 4lx gb,travel services,meta,meta,meta,meta,meta
08f195ba26a456b20320b75eb5569034,meta,Howards Dorchester,1305266066,https://www.howardsgroup.co.uk/dealerships/hyundai-dorchester,london road dorchester dorset dt1 1ne gb,car dealer,meta,meta,microsoft_structured,microsoft_structured,meta
08f195bc5ca82d0e03aa687209b92b3a,meta,Hydramatic,1823660639,https://www.hydramaticsomerset.co.uk/,unit 1j castle rd ta21 9jq gb,engineering services,meta,meta,meta,meta,meta
08f195c0a02a5b1603f7b7d894823773,meta,Bridge Inn,1902903966,https://www.bridgeinnbrewood.co.uk/,22 high green stafford eng st19 9bd gb,irish pub,meta,meta,meta,meta,microsoft_structured
08f195c16b7ada18034035220a9bdd25,meta,Bluebird Care,1543418432,https://www.bluebirdcare.co.uk/tamworth-lichfield,21 lichfield street tamworth eng b79 7 gb,home health care,meta,meta,meta,meta,meta
08f195c2b6063c89030a9ac1d6daafc7,meta,Bromsgrove Computer Centre,1527836384,http://www.bromsgrovecomputercentre.co.uk/,10 mill lane bromsgrove eng b61 8ag gb,it service and computer repair,meta,meta,meta,meta,meta
08f195c3114b564803a190cead6e718d,microsoft,Halifax,3456003934,https://www.halifax.co.uk/,92 high street solihull west midlands b91 3ta gb,business and professional services financial service banking and finance bank,microsoft,microsoft,microsoft,foursquare_structured,foursquare_structured
08f195c3adce990503c50124c927348e,meta,Billy Bears Nursery Ltd,1217442332,https://ymcaheartofengland.org.uk/,brownley rd b90 4qp gb,elementary school,meta,meta,meta,meta,microsoft_structured
08f195c62ea2307003ea434ce40ad3f6,meta,EdShed,3304609636,http://www.spellingshed.com/,bridge house river side north bewdley worcestershire dy12 1ab gb,community and government education,meta,meta,meta,foursquare_structured,foursquare_structured
08f195c774b43d510370840367cdff4a,microsoft,Atm,3457223344,https://www.postoffice.co.uk/atm-locator?y_source=1_NjI0OTM0NTUtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,157 bridgnorth rd stourbridge west midlands dy8 3nu gb,post office,foursquare_structured,microsoft,microsoft,foursquare_structured,microsoft
08f195c82d04140003820a083e057706,foursquare_structured,Imli,1332380083,http://imliderby.weebly.com/,17 19 curzon st derby derbyshire de1 1lh gb,dining and drinking restaurant indian restaurant,foursquare_structured,meta,meta,foursquare_structured,foursquare_structured
08f195cacc4a555003fe8e0897317627,microsoft,My Key Machine,2476608100,https://www.timpson.co.uk/services/key-machines,brandon road coventry cv3 2jd gb,key and locksmith,microsoft,microsoft_structured,microsoft,microsoft,microsoft
08f195d8812cb8f1035a9bea4040fe2c,meta,Boots Opticians,1908606618,https://www.boots.com/opticians?utm_source=google&utm_medium=organic&utm_content=website&utm_campaign=facebook,67 midsummer boulevard milton keynes eng mk9 3 gb,eyewear and optician,meta,meta,meta,meta,meta
08f195d8f428020003c5e777be6c8dab,microsoft,Tutor Doctor South Milton Keynes,1908984924,https://www.tutordoctor.co.uk/milton-keynes-south/?utm_source=GMB&utm_medium=organic&utm_campaign=miltonkeynes,cable crescent milton keynes buckinghamshire mk17 8gg gb,business and professional services tutoring service,microsoft,microsoft,microsoft,foursquare_structured,foursquare_structured
08f195da48ac889c038925b03f3b7b34,meta,The Prince Regent,2074867395,https://www.theprinceregentw1.co.uk/?utm_source=facebook&utm_medium=organic,71 marylebone high street london eng w1u 5jn gb,irish pub,meta,meta,meta,meta,microsoft_structured
08f195db493431320381b4048d82235d,microsoft,Atm,3457223344,https://www.postoffice.co.uk/atm-locator?y_source=1_NjI0OTgwNzctNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,345 hertford rd london greater london n9 7et gb,atms,foursquare_structured,microsoft,microsoft,foursquare_structured,microsoft
08f195e2017138a60344368b12283837,meta,Hanson Aggregates,1982553608,http://www.hanson.co.uk/en/Hanson-Aggregates-Builth-Quarry,llanelwedd builth wells ld2 3ub gb,commercial industrial,msft_structured,meta,meta,msft_structured,meta
08f195eb5814168503a03f0497a4ce5c,microsoft,Barclays ATM,3457345345,https://www.barclays.co.uk/branch-finder/,post office 1 coverdale rd craven arms shropshire sy7 9ne gb,business and professional services financial service banking and finance atm,microsoft,microsoft,microsoft,foursquare_structured,foursquare_structured
08f1969045565263037bc7b1b7bf1e37,foursquare_structured,Speyk,1318743333,http://www.speyk.nl/,62 plesmanstraat veenendaal utrecht 3905 kz nl,business and professional services business center,foursquare_structured,meta,meta,foursquare_structured,foursquare_structured
08f196909b32dade031a76f33206caea,meta,PLUS,1306022941,https://www.plus.nl/supermarkten/nieuwegein_plus-van-loon_737,nedereind 10 nieuwegein 3431 nl,korean grocery store,meta,meta,meta,meta,microsoft_structured
08f1969a93ad194003d9ba6cd9e59cbc,meta,SushiCo,1318255062,http://www.sushico.nl/,torenstraat 16 ede 6711 an nl,sushi restaurant,meta,meta,meta,meta,meta
08f1969c9b6648a603bcbfe76a19c00c,meta,Dance4Life,1205216655,http://www.dance4life.nl,keizersgracht 177 amsterdam nh 1016 dr nl,community and government organization non profit organization,meta,meta,foursquare_structured,meta,foursquare_structured
08f1969cc9a2a00e03569e067c20d080,foursquare_structured,kleinschalig kinderdagveblijf fier,1652655304,http://fier-kinderopvang.nl/,poststraat 4 e bussum noord holland 1401 ez nl,business and professional services child care service daycare,foursquare_structured,meta,meta,foursquare_structured,foursquare_structured
08f196dc19cec29e039c393b80faafaf,meta,Warenhuis Pijnacker,1518412376,http://www.pijnacker.frl/,hoofdstraat 46 ferwert 9172 mp nl,children s clothing store,meta,meta,meta,meta,microsoft_structured
08f1972015563c28034b928de54bbb67,foursquare_structured,Davids Kitchen,1592328460,https://davids-kitchen.co.uk/,caskieberran rd glenrothes fife ky6 2bd gb,dining and drinking snack place,foursquare_structured,meta,meta,foursquare_structured,foursquare_structured
08f19720cbaa3b660386c115e8b91270,microsoft,Motability Scheme at Edinburgh Mobility Solutions,1315543200,https://findadealer.motability.co.uk.yext-cdn.com/adaptations/scotland/edinburgh/2-4-henderson-street,2 4 henderson street edinburgh eh6 6bs gb,mobility equipment services,microsoft,microsoft,microsoft,microsoft,microsoft
08f197275484205c03f62ba484d5606b,meta,Burger King,1313443539,https://locations.burgerking.co.uk/edinburgh/edinburgh-airport,edinburgh airport edinburgh eh12 9dn gb,fast food restaurant,meta,meta,meta,meta,meta
08f197322caf32aa03d91c4f98d80cdb,meta,Snow + Rock Newcastle,1912212709,https://www.snowandrock.com/stores/newcastle.html?utm_source=ExtNet&utm_medium=BrightLocal,60 northumberland street newcastle upon tyne eng ne1 7df gb,ski and snowboard shop,meta,meta,meta,meta,microsoft_structured
