names,categories,confidence,websites,socials,phones,addresses,omf_name,omf_category,omf_confidence,omf_websites,omf_socials,omf_phones,omf_addresses,clean_omf_name,clean_omf_addresses
"{""primary"":""Rally House""}","{""primary"":""sports_wear"",""alternate"":[""fashion_accessories_store"",""men's_clothing_store""]}",0.9962614185921548,"[""https://www.rallyhouse.com/stores/l/dallas/11661-preston-road/3500343""]","[""https://www.facebook.com/101929019337244""]","[""+14698995855""]","[{""freeform"":""11661 Preston Rd"",""locality"":""Dallas"",""postcode"":""75230-2715"",""region"":""TX"",""country"":""US""}]",Rally House,sports_wear,0.9962614185921548,https://www.rallyhouse.com/stores/l/dallas/11661-preston-road/3500343,https://www.facebook.com/101929019337244,+14698995855,"11661 Preston Rd,Dallas,TX,75230-2715",rally house,11661 preston rddallastx752302715
"{""primary"":""Planet Fitness - Manassas, VA""}","{""primary"":""gym"",""alternate"":[""spas"",""active_life"",""beauty_and_spa""]}",0.77,"[""http://www.planetfitness.com/gyms/VA/Manassas""]",,"[""7035300123""]","[{""freeform"":""7680 Stream Walk Ln"",""locality"":""Manassas"",""region"":""VA"",""country"":""US"",""postcode"":""20109""}]","Planet Fitness - Manassas, VA",gym,0.77,http://www.planetfitness.com/gyms/VA/Manassas,,7035300123,"7680 Stream Walk Ln,Manassas,VA,20109",planet fitness  manassas va,7680 stream walk lnmanassasva20109
"{""primary"":""Virtual Sting""}","{""primary"":""fair"",""alternate"":[""amusement_park"",""arcade""]}",0.8806389610389611,"[""https://www.virtualsting.com/""]",,"[""9052375153""]","[{""freeform"":""9737 Yonge St. #204"",""locality"":""Richmond Hill"",""postcode"":""L4C 8S7"",""region"":""ON"",""country"":""CA""}]",Virtual Sting,fair,0.8806389610389611,https://www.virtualsting.com/,,9052375153,"9737 Yonge St. #204,Richmond Hill,ON,L4C 8S7",virtual sting,9737 yonge st 204richmond hillonl4c 8s7
"{""primary"":""Southland Casino""}","{""primary"":""hotel""}",0.77,"[""http://www.southlandpark.com/""]",,"[""8004676182""]","[{""freeform"":""1550 Ingram Blvd"",""locality"":""West Memphis"",""region"":""AR"",""country"":""US"",""postcode"":""72301""}]",Southland Casino,hotel,0.77,http://www.southlandpark.com/,,8004676182,"1550 Ingram Blvd,West Memphis,AR,72301",southland casino,1550 ingram blvdwest memphisar72301
"{""primary"":""13214343""}",,0.77,"[""https://creativesol.com/?utm_j=book""]",,"[""4089844462""]","[{""freeform"":""1766 Palo Verde Ave"",""locality"":""East Palo Alto"",""postcode"":""96303"",""region"":""CA"",""country"":""US""}]",13214343,,0.77,https://creativesol.com/?utm_j=book,,4089844462,"1766 Palo Verde Ave,East Palo Alto,CA,96303",13214343,1766 palo verde aveeast palo altoca96303
"{""primary"":""ABRA Auto Body Chattanooga""}","{""primary"":""auto_glass_service"",""alternate"":[""auto_body_shop"",""automotive""]}",0.77,"[""https://www.abraauto.com/location/tn/chattanooga/17045""]",,"[""4235100600""]","[{""freeform"":""6009 International Dr"",""locality"":""Chattanooga"",""postcode"":""37421"",""region"":""TN"",""country"":""US""}]",ABRA Auto Body Chattanooga,auto_glass_service,0.77,https://www.abraauto.com/location/tn/chattanooga/17045,,4235100600,"6009 International Dr,Chattanooga,TN,37421",abra auto body chattanooga,6009 international drchattanoogatn37421
"{""primary"":""RockItCoin Bitcoin ATM""}","{""primary"":""atms""}",0.77,"[""https://www.rockitcoin.com/""]",,"[""8887024826""]","[{""freeform"":""2284 Baltimore Blvd"",""locality"":""Finksburg"",""region"":""MD"",""country"":""US"",""postcode"":""21048""}]",RockItCoin Bitcoin ATM,atms,0.77,https://www.rockitcoin.com/,,8887024826,"2284 Baltimore Blvd,Finksburg,MD,21048",rockitcoin bitcoin atm,2284 baltimore blvdfinksburgmd21048
"{""primary"":""One Way Heating and Cooling""}","{""primary"":""hvac_services"",""alternate"":[""home_service"",""professional_services""]}",0.9792361111111111,"[""https://www.onewayelpaso.com/""]","[""https://www.facebook.com/105745345582932""]","[""+19155255737""]","[{""freeform"":""14140 Texas Rainbow Dr"",""locality"":""Horizon City"",""postcode"":""79928-7020"",""region"":""TX"",""country"":""US""}]",One Way Heating and Cooling,hvac_services,0.9792361111111111,https://www.onewayelpaso.com/,https://www.facebook.com/105745345582932,+19155255737,"14140 Texas Rainbow Dr,Horizon City,TX,79928-7020",one way heating and cooling,14140 texas rainbow drhorizon citytx799287020
"{""primary"":""Floyd's 99 Barbershop""}","{""primary"":""barber"",""alternate"":[""beauty_salon"",""hair_salon""]}",0.9962614185921548,"[""https://www.floydsbarbershop.com/manhattan-beach/""]","[""https://www.facebook.com/565232067190191""]","[""+13108957177""]","[{""freeform"":""1570 Rosecrans Ave"",""locality"":""Manhattan Beach"",""postcode"":""90266-3718"",""region"":""CA"",""country"":""US""}]",Floyd's 99 Barbershop,barber,0.9962614185921548,https://www.floydsbarbershop.com/manhattan-beach/,https://www.facebook.com/565232067190191,+13108957177,"1570 Rosecrans Ave,Manhattan Beach,CA,90266-3718",floyds 99 barbershop,1570 rosecrans avemanhattan beachca902663718
"{""primary"":""Tempe Veterinary""}","{""primary"":""youth_organizations"",""alternate"":[""pet_groomer"",""animal_hospital"",""medical_center"",""pet_services"",""veterinarian"",""organization"",""health_and_medical"",""pets""]}",0.77,"[""""]",,"[""4804203789""]","[{""freeform"":""329 W Southern Ave"",""locality"":""Tempe"",""region"":""AZ"",""country"":""US"",""postcode"":""85282""}]",Tempe Veterinary,youth_organizations,0.77,,,4804203789,"329 W Southern Ave,Tempe,AZ,85282",tempe veterinary,329 w southern avetempeaz85282
"{""primary"":""Mustang Disaster CleanUp""}","{""primary"":""damage_restoration"",""alternate"":[""home_cleaning"",""janitorial_services""]}",0.9877528662420382,"[""https://mustangdisastercleanup.com/""]","[""https://www.facebook.com/103246748053710""]","[""+16053701990""]","[{""freeform"":""27283 SD Highway 115"",""locality"":""Harrisburg"",""postcode"":""57032-8110"",""region"":""SD"",""country"":""US""}]",Mustang Disaster CleanUp,damage_restoration,0.9877528662420382,https://mustangdisastercleanup.com/,https://www.facebook.com/103246748053710,+16053701990,"27283 SD Highway 115,Harrisburg,SD,57032-8110",mustang disaster cleanup,27283 sd highway 115harrisburgsd570328110
"{""primary"":""CVS Pharmacy""}","{""primary"":""online_shop"",""alternate"":[""pharmacy"",""drugstore"",""corporate_office"",""private_establishments_and_corporates"",""retail""]}",0.77,"[""https://www.cvs.com/store-locator/cheviot-oh-pharmacies/4110-harrison-ave-cheviot-oh-45211/storeid=6129?WT.mc_id=LS_BING_6129""]",,"[""5135741770""]","[{""freeform"":""4110 HARRISON Ave"",""locality"":""CHEVIOT"",""region"":""OH"",""country"":""US"",""postcode"":""45211""}]",CVS Pharmacy,online_shop,0.77,https://www.cvs.com/store-locator/cheviot-oh-pharmacies/4110-harrison-ave-cheviot-oh-45211/storeid=6129?WT.mc_id=LS_BING_6129,,5135741770,"4110 HARRISON Ave,CHEVIOT,OH,45211",cvs pharmacy,4110 harrison avecheviotoh45211
"{""primary"":""Chevron Rayne""}","{""primary"":""gas_station"",""alternate"":[""automotive"",""bar""]}",0.9962614185921548,"[""http://www.chevron.com/""]","[""https://www.facebook.com/154894361213022""]","[""+13374573384""]","[{""freeform"":""1045 Church Point Hwy"",""locality"":""Rayne"",""postcode"":""70578-7603"",""region"":""LA"",""country"":""US""}]",Chevron Rayne,gas_station,0.9962614185921548,http://www.chevron.com/,https://www.facebook.com/154894361213022,+13374573384,"1045 Church Point Hwy,Rayne,LA,70578-7603",chevron rayne,1045 church point hwyraynela705787603
"{""primary"":""Burning Sensation""}","{""primary"":""fireplace_service"",""alternate"":[""hvac_services"",""shopping""]}",0.9962614185921548,"[""http://www.burningsensation.co.uk/""]","[""https://www.facebook.com/661402487264654""]","[""+441472351651""]","[{""freeform"":""Ind Est, West Marsh, Armstrong St"",""postcode"":""DN31 1XD"",""country"":""GB""}]",Burning Sensation,fireplace_service,0.9962614185921548,http://www.burningsensation.co.uk/,https://www.facebook.com/661402487264654,+441472351651,"Ind Est, West Marsh, Armstrong St,,,DN31 1XD",burning sensation,ind est west marsh armstrong stdn31 1xd
"{""primary"":""JRbrows and Skin studio""}","{""primary"":""beauty_salon"",""alternate"":[""beauty_and_spa"",""spas""]}",0.9858576051779935,"[""http://www.instagram.com/jrbrowsllc/""]","[""https://www.facebook.com/101253698939603""]","[""+18134095579""]","[{""freeform"":""4641 Montgomery Ave"",""locality"":""Bethesda"",""postcode"":""20814-3422"",""region"":""MD"",""country"":""US""}]",JRbrows and Skin studio,beauty_salon,0.9858576051779935,http://www.instagram.com/jrbrowsllc/,https://www.facebook.com/101253698939603,+18134095579,"4641 Montgomery Ave,Bethesda,MD,20814-3422",jrbrows and skin studio,4641 montgomery avebethesdamd208143422
"{""primary"":""PostalAnnex+""}","{""primary"":""printing_services"",""alternate"":[""post_office"",""notary_public""]}",0.9962614185921548,"[""https://www.postalannex.com/location/san-ysidro/2013/?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=2013""]","[""https://www.facebook.com/115812258759725""]","[""+16196904401""]","[{""freeform"":""641 E San Ysidro Blvd"",""locality"":""San Ysidro"",""postcode"":""92173-3129"",""region"":""CA"",""country"":""US""}]",PostalAnnex+,printing_services,0.9962614185921548,https://www.postalannex.com/location/san-ysidro/2013/?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=2013,https://www.facebook.com/115812258759725,+16196904401,"641 E San Ysidro Blvd,San Ysidro,CA,92173-3129",postalannex,641 e san ysidro blvdsan ysidroca921733129
"{""primary"":""Fielmann""}","{""primary"":""eyewear_and_optician"",""alternate"":[""surgical_appliances_and_supplies""]}",0.9962614185921548,"[""https://www.fielmann.de/2064""]","[""https://www.facebook.com/308340259267240""]","[""+498122227280""]","[{""freeform"":""Lange Zeile 15"",""locality"":""Erding"",""postcode"":""85435"",""country"":""DE""}]",Fielmann,eyewear_and_optician,0.9962614185921548,https://www.fielmann.de/2064,https://www.facebook.com/308340259267240,+498122227280,"Lange Zeile 15,Erding,,85435",fielmann,lange zeile 15erding85435
"{""primary"":""Harharts Service Station, Inc""}","{""primary"":""automotive_repair"",""alternate"":[""gas_station"",""car_wash""]}",0.9962614185921548,"[""http://www.harhartsservice.com/""]","[""https://www.facebook.com/451935321674843""]","[""+16102623930""]","[{""freeform"":""13 E 21st St"",""locality"":""Northampton"",""postcode"":""18067-1202"",""region"":""PA"",""country"":""US""}]","Harharts Service Station, Inc",automotive_repair,0.9962614185921548,http://www.harhartsservice.com/,https://www.facebook.com/451935321674843,+16102623930,"13 E 21st St,Northampton,PA,18067-1202",harharts service station inc,13 e 21st stnorthamptonpa180671202
"{""primary"":""Dana Stampi s.r.l.""}","{""primary"":""industrial_company"",""alternate"":[""commercial_industrial"",""plastic_fabrication_company""]}",0.9877528662420382,"[""http://www.danastampi.it/""]","[""https://www.facebook.com/965555256800855""]","[""+390522693673""]","[{""freeform"":""Via 4 Novembre, 20"",""locality"":""Correggio"",""postcode"":""42015"",""region"":""45"",""country"":""IT""}]",Dana Stampi s.r.l.,industrial_company,0.9877528662420382,http://www.danastampi.it/,https://www.facebook.com/965555256800855,+390522693673,"Via 4 Novembre, 20,Correggio,45,42015",dana stampi srl,via 4 novembre 20correggio4542015
"{""primary"":""BioLife Plasma Services""}","{""primary"":""blood_and_plasma_donation_center"",""alternate"":[""health_and_medical""]}",0.77,"[""https://www.biolifeplasma.com/us/#/donation-center?centerId=153""]",,"[""2406231195""]","[{""freeform"":""6200 Baltimore Ave"",""locality"":""Riverdale"",""region"":""MD"",""country"":""US"",""postcode"":""20737""}]",BioLife Plasma Services,blood_and_plasma_donation_center,0.77,https://www.biolifeplasma.com/us/#/donation-center?centerId=153,,2406231195,"6200 Baltimore Ave,Riverdale,MD,20737",biolife plasma services,6200 baltimore averiverdalemd20737
"{""primary"":""Cube Dx GmbH""}","{""primary"":""medical_supply"",""alternate"":[""surgical_appliances_and_supplies"",""musical_instrument_services""]}",0.77,"[""https://www.cubedx.com/""]",,"[""07435581930""]","[{""freeform"":""Westbahnstraße 55"",""locality"":""St. Valentin"",""postcode"":""4300"",""region"":""Lower Austria"",""country"":""AT""}]",Cube Dx GmbH,medical_supply,0.77,https://www.cubedx.com/,,07435581930,"Westbahnstraße 55,St. Valentin,Lower Austria,4300",cube dx gmbh,westbahnstrae 55st valentinlower austria4300
"{""primary"":""Imperial Hardware Lofts Apartments""}","{""primary"":""apartments"",""alternate"":[""retail""]}",0.77,"[""http://www.liveihl.com/""]",,"[""9517154663""]","[{""freeform"":""3750 Main St"",""locality"":""Riverside"",""region"":""CA"",""country"":""US"",""postcode"":""92501""}]",Imperial Hardware Lofts Apartments,apartments,0.77,http://www.liveihl.com/,,9517154663,"3750 Main St,Riverside,CA,92501",imperial hardware lofts apartments,3750 main striversideca92501
"{""primary"":""Walmart""}","{""primary"":""pharmacy"",""alternate"":[""drugstore"",""retail""]}",0.77,"[""http://www.walmart.com/store/115-west-point-ms/pharmacy""]",,"[""6624947267""]","[{""freeform"":""5509 Highway 45 Alternate S"",""locality"":""West Point"",""region"":""MS"",""country"":""US"",""postcode"":""39773""}]",Walmart,pharmacy,0.77,http://www.walmart.com/store/115-west-point-ms/pharmacy,,6624947267,"5509 Highway 45 Alternate S,West Point,MS,39773",walmart,5509 highway 45 alternate swest pointms39773
"{""primary"":""Pet Supplies Plus Inwood""}","{""primary"":""pet_groomer"",""alternate"":[""pet_store"",""pet_services"",""pets"",""retail""]}",0.77,"[""https://www.petsuppliesplus.com/Store/NY/Inwood/Inwood/4036""]",,"[""5163711079""]","[{""freeform"":""561 Burnside Ave"",""locality"":""Inwood"",""region"":""NY"",""country"":""US"",""postcode"":""11096""}]",Pet Supplies Plus Inwood,pet_groomer,0.77,https://www.petsuppliesplus.com/Store/NY/Inwood/Inwood/4036,,5163711079,"561 Burnside Ave,Inwood,NY,11096",pet supplies plus inwood,561 burnside aveinwoodny11096
"{""primary"":""KeyMe Locksmiths""}","{""primary"":""key_and_locksmith"",""alternate"":[""professional_services""]}",0.9895134099616858,"[""https://key.me/kiosks/oklahoma/tulsa/tulsa/locksmith-key-copy-tulsa-neighborhood-market-74137-oklahoma""]","[""https://www.facebook.com/112105468412705""]","[""+15392243716""]","[{""freeform"":""9411 S Delaware Ave"",""locality"":""Tulsa"",""postcode"":""74137-5614"",""region"":""OK"",""country"":""US""}]",KeyMe Locksmiths,key_and_locksmith,0.9895134099616858,https://key.me/kiosks/oklahoma/tulsa/tulsa/locksmith-key-copy-tulsa-neighborhood-market-74137-oklahoma,https://www.facebook.com/112105468412705,+15392243716,"9411 S Delaware Ave,Tulsa,OK,74137-5614",keyme locksmiths,9411 s delaware avetulsaok741375614
"{""primary"":""Golden Nozzle Car Wash""}","{""primary"":""car_wash"",""alternate"":[""auto_detailing"",""professional_services""]}",0.9962614185921548,"[""http://www.goldennozzlecarwash.com/""]","[""https://www.facebook.com/366417844083169""]","[""+12074669033""]","[{""freeform"":""160 New County Rd"",""locality"":""Thomaston"",""postcode"":""04861-3118"",""region"":""ME"",""country"":""US""}]",Golden Nozzle Car Wash,car_wash,0.9962614185921548,http://www.goldennozzlecarwash.com/,https://www.facebook.com/366417844083169,+12074669033,"160 New County Rd,Thomaston,ME,04861-3118",golden nozzle car wash,160 new county rdthomastonme048613118
"{""primary"":""Sofa Surabaya""}","{""primary"":""b2b_furniture_and_housewares"",""alternate"":[""business_to_business"",""retail""]}",0.835944055944056,"[""http://www.sofasurabaya.home.blog/""]",,"[""083174699922""]","[{""freeform"":""Jalan Pakis Tirtosari 6 No.4, Pakis, Kecamatan Sawahan"",""locality"":""Kota Surabaya"",""postcode"":""60256"",""country"":""ID""}]",Sofa Surabaya,b2b_furniture_and_housewares,0.835944055944056,http://www.sofasurabaya.home.blog/,,083174699922,"Jalan Pakis Tirtosari 6 No.4, Pakis, Kecamatan Sawahan,Kota Surabaya,,60256",sofa surabaya,jalan pakis tirtosari 6 no4 pakis kecamatan sawahankota surabaya60256
"{""primary"":""Boot Barn Hall""}","{""primary"":""music_venue"",""alternate"":[""topic_concert_venue""]}",0.997898979043525,"[""https://www.bootbarnhallga.com/""]","[""https://www.facebook.com/108569898195627""]","[""+16784340475""]","[{""freeform"":""312 Jesse Jewell Pkwy"",""locality"":""Gainesville"",""postcode"":""30501-3714"",""region"":""GA"",""country"":""US""}]",Boot Barn Hall,music_venue,0.997898979043525,https://www.bootbarnhallga.com/,https://www.facebook.com/108569898195627,+16784340475,"312 Jesse Jewell Pkwy,Gainesville,GA,30501-3714",boot barn hall,312 jesse jewell pkwygainesvillega305013714
"{""primary"":""Bert's Foreign Auto Service""}","{""primary"":""automotive_repair"",""alternate"":[""professional_services"",""gas_station""]}",0.9962614185921548,"[""http://www.bertsforeigncar.com/""]","[""https://www.facebook.com/123998557712811""]","[""+17145430815""]","[{""freeform"":""518 E 2nd St"",""locality"":""Santa Ana"",""postcode"":""92701-4812"",""region"":""CA"",""country"":""US""}]",Bert's Foreign Auto Service,automotive_repair,0.9962614185921548,http://www.bertsforeigncar.com/,https://www.facebook.com/123998557712811,+17145430815,"518 E 2nd St,Santa Ana,CA,92701-4812",berts foreign auto service,518 e 2nd stsanta anaca927014812
"{""primary"":""Dollar Tree""}","{""primary"":""discount_store""}",0.9962614185921548,"[""https://www.dollartree.com/locations/TX/harlingen/9098/""]","[""https://www.facebook.com/123301997419431""]","[""+19565533180""]","[{""freeform"":""23969 Stuart Place Rd"",""locality"":""Harlingen"",""postcode"":""78552-2468"",""region"":""TX"",""country"":""US""}]",Dollar Tree,discount_store,0.9962614185921548,https://www.dollartree.com/locations/TX/harlingen/9098/,https://www.facebook.com/123301997419431,+19565533180,"23969 Stuart Place Rd,Harlingen,TX,78552-2468",dollar tree,23969 stuart place rdharlingentx785522468
"{""primary"":""SHELL""}","{""primary"":""gas_station"",""alternate"":[""b2b_energy_mining"",""automotive"",""business_to_business""]}",0.77,"[""http://www.shell.co.uk/""]",,"[""0163534568""]","[{""freeform"":""Bath Road"",""locality"":""Newbury"",""region"":"""",""country"":""GB"",""postcode"":""RG14 1QT""}]",SHELL,gas_station,0.77,http://www.shell.co.uk/,,0163534568,"Bath Road,Newbury,,RG14 1QT",shell,bath roadnewburyrg14 1qt
"{""primary"":""TowneBank Mortgage""}","{""primary"":""bank_credit_union"",""alternate"":[""installment_loans"",""mortgage_broker""]}",0.9962614185921548,"[""https://www.townebank.com/location-and-atms/newport-news-oyster-point?utm_source=fb&utm_medium=Yext&y_source=1_MTU3OTAzMzUtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[""https://www.facebook.com/2266147017032184""]","[""+17575349370""]","[{""freeform"":""1 Old Oyster Point Rd"",""locality"":""Newport News"",""postcode"":""23602-0013"",""region"":""VA"",""country"":""US""}]",TowneBank Mortgage,bank_credit_union,0.9962614185921548,https://www.townebank.com/location-and-atms/newport-news-oyster-point?utm_source=fb&utm_medium=Yext&y_source=1_MTU3OTAzMzUtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.facebook.com/2266147017032184,+17575349370,"1 Old Oyster Point Rd,Newport News,VA,23602-0013",townebank mortgage,1 old oyster point rdnewport newsva236020013
"{""primary"":""davaindia GENERIC PHARMACY""}","{""primary"":""pharmacy"",""alternate"":[""retail""]}",0.77,"[""http://sector15rohini.davaindia.com/""]",,"[""09818559767""]","[{""freeform"":""Shop No F21/66, Rohini, Sector 15"",""locality"":""New Delhi"",""postcode"":""110089"",""region"":""Delhi"",""country"":""IN""}]",davaindia GENERIC PHARMACY,pharmacy,0.77,http://sector15rohini.davaindia.com/,,09818559767,"Shop No F21/66, Rohini, Sector 15,New Delhi,Delhi,110089",davaindia generic pharmacy,shop no f2166 rohini sector 15new delhidelhi110089
"{""primary"":""Pieology Pizzeria""}","{""primary"":""pizza_restaurant"",""alternate"":[""restaurant"",""italian_restaurant""]}",0.9962614185921548,"[""https://order.pieology.com/location/8067/menu?https%3A%2F%2Forder.pieology.com%2Flocation""]","[""https://www.facebook.com/1507971792842608""]","[""+18083771364""]","[{""freeform"":""820 W Hind Dr"",""locality"":""Honolulu"",""postcode"":""96821-1848"",""region"":""HI"",""country"":""US""}]",Pieology Pizzeria,pizza_restaurant,0.9962614185921548,https://order.pieology.com/location/8067/menu?https%3A%2F%2Forder.pieology.com%2Flocation,https://www.facebook.com/1507971792842608,+18083771364,"820 W Hind Dr,Honolulu,HI,96821-1848",pieology pizzeria,820 w hind drhonoluluhi968211848
"{""primary"":""Subway""}","{""primary"":""sandwich_shop"",""alternate"":[""restaurant"",""fast_food_restaurant""]}",0.9962614185921548,"[""http://www.subway.com/en-us""]","[""https://www.facebook.com/209438179185245""]","[""+19703280484""]","[{""freeform"":""131 Chambers Ave"",""locality"":""Eagle"",""postcode"":""81631"",""region"":""CO"",""country"":""US""}]",Subway,sandwich_shop,0.9962614185921548,http://www.subway.com/en-us,https://www.facebook.com/209438179185245,+19703280484,"131 Chambers Ave,Eagle,CO,81631",subway,131 chambers aveeagleco81631
"{""primary"":""Hear More Associates""}","{""primary"":""audiologist"",""alternate"":[""pharmacy"",""health_and_medical""]}",0.9877528662420382,"[""https://hearmoreassociates.com/""]","[""https://www.facebook.com/219359704853493""]","[""+17818638282""]","[{""freeform"":""76 Bedford St"",""locality"":""Lexington"",""postcode"":""02420-4640"",""region"":""MA"",""country"":""US""}]",Hear More Associates,audiologist,0.9877528662420382,https://hearmoreassociates.com/,https://www.facebook.com/219359704853493,+17818638282,"76 Bedford St,Lexington,MA,02420-4640",hear more associates,76 bedford stlexingtonma024204640
"{""primary"":""PACK & SEND Chatswood""}","{""primary"":""freight_and_cargo_service"",""alternate"":[""courier_and_delivery_services"",""shipping_center"",""business_storage_and_transportation"",""business_to_business""]}",0.77,"[""https://www.packsend.com.au/couriers-new-south-wales/chatswood/""]",,"[""0294176344""]","[{""freeform"":""4/281-283 Penshurst Street"",""locality"":""North Willoughby"",""region"":""New South Wales"",""country"":""AU"",""postcode"":""2068""}]",PACK & SEND Chatswood,freight_and_cargo_service,0.77,https://www.packsend.com.au/couriers-new-south-wales/chatswood/,,0294176344,"4/281-283 Penshurst Street,North Willoughby,New South Wales,2068",pack  send chatswood,4281283 penshurst streetnorth willoughbynew south wales2068
"{""primary"":""Dothan Nails Spa""}","{""primary"":""nail_salon"",""alternate"":[""beauty_and_spa"",""beauty_salon""]}",0.9962614185921548,"[""https://dothannailsspa.com/""]","[""https://www.facebook.com/119290504436782""]","[""+13346718118""]","[{""freeform"":""3341 S Oates St"",""locality"":""Dothan"",""postcode"":""36301-5889"",""region"":""AL"",""country"":""US""}]",Dothan Nails Spa,nail_salon,0.9962614185921548,https://dothannailsspa.com/,https://www.facebook.com/119290504436782,+13346718118,"3341 S Oates St,Dothan,AL,36301-5889",dothan nails spa,3341 s oates stdothanal363015889
"{""primary"":""Enterprise Rent-A-Car""}","{""primary"":""car_rental_agency"",""alternate"":[""travel"",""business""]}",0.9962614185921548,"[""https://www.enterprise.com/en/car-rental-locations/us/mn/st-louis-park-1902.html?mcid=yext%3A245709""]","[""https://www.facebook.com/305646192968198""]","[""+19525428535""]","[{""freeform"":""6801 Wayzata Blvd"",""locality"":""St Louis Park"",""postcode"":""55426-1736"",""region"":""MN"",""country"":""US""}]",Enterprise Rent-A-Car,car_rental_agency,0.9962614185921548,https://www.enterprise.com/en/car-rental-locations/us/mn/st-louis-park-1902.html?mcid=yext%3A245709,https://www.facebook.com/305646192968198,+19525428535,"6801 Wayzata Blvd,St Louis Park,MN,55426-1736",enterprise rentacar,6801 wayzata blvdst louis parkmn554261736
"{""primary"":""Profile Publishing Location Name - Suite""}","{""primary"":""automotive""}",0.77,"[""https://creativesol.com/?utm_j=book""]",,"[""4089844462""]","[{""freeform"":""1766 Palo Verde Ave"",""locality"":""East Palo Alto"",""postcode"":""96303"",""region"":""CA"",""country"":""US""}]",Profile Publishing Location Name - Suite,automotive,0.77,https://creativesol.com/?utm_j=book,,4089844462,"1766 Palo Verde Ave,East Palo Alto,CA,96303",profile publishing location name  suite,1766 palo verde aveeast palo altoca96303
"{""primary"":""Dunkin'""}","{""primary"":""donuts"",""alternate"":[""coffee_shop"",""breakfast_and_brunch_restaurant""]}",0.9962614185921548,"[""https://locations.dunkindonuts.com/en/ny/palmyra/544-e-main-st/352110?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=352110&y_source=1_MTIxMTEzMTgtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[""https://www.facebook.com/211556855946268""]","[""+13155975849""]","[{""freeform"":""544 E Main St"",""locality"":""Palmyra"",""postcode"":""14522-1106"",""region"":""NY"",""country"":""US""}]",Dunkin',donuts,0.9962614185921548,https://locations.dunkindonuts.com/en/ny/palmyra/544-e-main-st/352110?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=352110&y_source=1_MTIxMTEzMTgtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.facebook.com/211556855946268,+13155975849,"544 E Main St,Palmyra,NY,14522-1106",dunkin,544 e main stpalmyrany145221106
"{""primary"":""The FNB Community Bank""}","{""primary"":""bank_credit_union"",""alternate"":[""atms"",""installment_loans""]}",0.9918379237288135,"[""https://www.thefnb.com""]","[""https://www.facebook.com/107067895397361""]","[""+16184232396""]","[{""freeform"":""227 S Superior St"",""locality"":""Ramsey"",""postcode"":""62080-2095"",""region"":""IL"",""country"":""US""}]",The FNB Community Bank,bank_credit_union,0.9918379237288135,https://www.thefnb.com,https://www.facebook.com/107067895397361,+16184232396,"227 S Superior St,Ramsey,IL,62080-2095",the fnb community bank,227 s superior stramseyil620802095
"{""primary"":""U-Haul Neighborhood Dealer""}","{""primary"":""truck_rentals"",""alternate"":[""automotive""]}",0.77,"[""https://www.uhaul.com/Locations/Truck-Rentals-near-Uniontown-OH-44685/033038/?utm_source=Bing&utm_medium=primary&utm_campaign=listingmanagement&utm_content=033038""]",,"[""3305951108""]","[{""freeform"":""3046 Myersville Rd"",""locality"":""Uniontown"",""postcode"":""44685"",""region"":""OH"",""country"":""US""}]",U-Haul Neighborhood Dealer,truck_rentals,0.77,https://www.uhaul.com/Locations/Truck-Rentals-near-Uniontown-OH-44685/033038/?utm_source=Bing&utm_medium=primary&utm_campaign=listingmanagement&utm_content=033038,,3305951108,"3046 Myersville Rd,Uniontown,OH,44685",uhaul neighborhood dealer,3046 myersville rduniontownoh44685
"{""primary"":""Emerson Fence Inc""}","{""primary"":""fence_and_gate_sales_service"",""alternate"":[""contractor"",""construction_services""]}",0.9895134099616858,"[""http://www.emersonfence.com/""]","[""https://www.facebook.com/319383508399327""]","[""+12012655150""]","[{""freeform"":""10 Lincoln Blvd"",""locality"":""Emerson"",""postcode"":""07630-1109"",""region"":""NJ"",""country"":""US""}]",Emerson Fence Inc,fence_and_gate_sales_service,0.9895134099616858,http://www.emersonfence.com/,https://www.facebook.com/319383508399327,+12012655150,"10 Lincoln Blvd,Emerson,NJ,07630-1109",emerson fence inc,10 lincoln blvdemersonnj076301109
"{""primary"":""JE Carriers""}","{""primary"":""freight_and_cargo_service"",""alternate"":[""transportation"",""professional_services""]}",0.8973172987974098,"[""https://nvcarriers.com/""]","[""https://www.facebook.com/818658091634929""]","[""+18552497667""]","[{""freeform"":""6320 Capital Blvd"",""locality"":""Raleigh"",""postcode"":""27616-2959"",""region"":""NC"",""country"":""US""}]",JE Carriers,freight_and_cargo_service,0.8973172987974098,https://nvcarriers.com/,https://www.facebook.com/818658091634929,+18552497667,"6320 Capital Blvd,Raleigh,NC,27616-2959",je carriers,6320 capital blvdraleighnc276162959
